cache_misses,cache_load,cache_miss_ratio(%),dTLB_misses,dTLB_load,dTLB_miss_ratio(%),runtime(ms)
2543.000000,73504.000000,3.46,26.000000,1854.000000,1.40,0.073000
2607.000000,73590.000000,3.54,25.000000,1845.000000,1.36,0.070000
2719.000000,76384.000000,3.56,23.000000,1832.000000,1.26,0.083000
2713.000000,76257.000000,3.56,13.000000,1802.000000,0.72,0.054000
2629.000000,73779.000000,3.56,15.000000,1828.000000,0.82,0.050000
2695.000000,76399.000000,3.53,11.000000,1818.000000,0.61,0.049000
2618.000000,76107.000000,3.44,18.000000,1794.000000,1.00,0.040000
2655.000000,76216.000000,3.48,15.000000,1869.000000,0.80,0.057000
2584.000000,76590.000000,3.37,9.000000,1783.000000,0.50,0.057000
2610.000000,76214.000000,3.42,15.000000,1836.000000,0.82,0.044000
2773.000000,76233.000000,3.64,48.000000,1902.000000,2.52,0.173000
2578.000000,76320.000000,3.38,9.000000,1804.000000,0.50,0.051000
2562.000000,73552.000000,3.48,13.000000,1812.000000,0.72,0.039000
2746.000000,76599.000000,3.58,28.000000,1835.000000,1.53,0.057000
2642.000000,76121.000000,3.47,12.000000,1792.000000,0.67,0.100000
2930.000000,77815.000000,3.77,19.000000,1834.000000,1.04,0.071000
2720.000000,76374.000000,3.56,25.000000,1831.000000,1.37,0.072000
2705.000000,77013.000000,3.51,21.000000,1847.000000,1.14,0.087000
2702.000000,76437.000000,3.53,11.000000,1831.000000,0.60,0.072000
2576.000000,76237.000000,3.38,12.000000,1815.000000,0.66,0.084000
2641.000000,76511.000000,3.45,42.000000,1867.000000,2.25,0.079000
2634.000000,73821.000000,3.57,26.000000,1854.000000,1.40,0.083000
2737.000000,76847.000000,3.56,48.000000,1910.000000,2.51,0.094000
2712.000000,76445.000000,3.55,20.000000,1844.000000,1.08,0.087000
2704.000000,76461.000000,3.54,16.000000,1836.000000,0.87,0.085000
2703.000000,76621.000000,3.53,18.000000,1880.000000,0.96,0.069000
2614.000000,76410.000000,3.42,23.000000,1839.000000,1.25,0.055000
2690.000000,76219.000000,3.53,15.000000,1838.000000,0.82,0.033000
2695.000000,76190.000000,3.54,39.000000,1817.000000,2.15,0.019000
2589.000000,73501.000000,3.52,22.000000,1851.000000,1.19,0.043000
2664.000000,76184.000000,3.50,44.000000,1901.000000,2.31,0.193000
2656.000000,76428.000000,3.48,32.000000,1890.000000,1.69,0.094000
2679.000000,76159.000000,3.52,28.000000,1845.000000,1.52,0.081000
2594.000000,73310.000000,3.54,12.000000,1829.000000,0.66,0.083000
2682.000000,76044.000000,3.53,13.000000,1868.000000,0.70,0.019000
2657.000000,76327.000000,3.48,24.000000,1854.000000,1.29,0.051000
2669.000000,76133.000000,3.51,29.000000,1858.000000,1.56,0.020000
2641.000000,76464.000000,3.45,65.000000,1915.000000,3.39,0.055000
2664.000000,76440.000000,3.49,20.000000,1858.000000,1.08,0.046000
2673.000000,76173.000000,3.51,12.000000,1846.000000,0.65,0.042000
2654.000000,76072.000000,3.49,14.000000,1832.000000,0.76,0.043000
2543.000000,75701.000000,3.36,68.000000,1886.000000,3.61,0.081000
2693.000000,76273.000000,3.53,20.000000,1856.000000,1.08,0.091000
2725.000000,76617.000000,3.56,26.000000,1852.000000,1.40,0.087000
2383.000000,76052.000000,3.13,22.000000,1824.000000,1.21,0.077000
2707.000000,76237.000000,3.55,12.000000,1834.000000,0.65,0.023000
2589.000000,76664.000000,3.38,12.000000,1843.000000,0.65,0.071000
2573.000000,73561.000000,3.50,28.000000,1857.000000,1.51,0.026000
2545.000000,76470.000000,3.33,14.000000,1833.000000,0.76,0.066000
2727.000000,76381.000000,3.57,13.000000,1872.000000,0.69,0.062000
2682.000000,76803.000000,3.49,31.000000,1884.000000,1.65,0.048000
2662.000000,73682.000000,3.61,31.000000,1852.000000,1.67,0.020000
2521.000000,73550.000000,3.43,12.000000,1859.000000,0.65,0.047000
2677.000000,76363.000000,3.51,16.000000,1851.000000,0.86,0.048000
2578.000000,76027.000000,3.39,15.000000,1834.000000,0.82,0.043000
4357.000000,90811.000000,4.80,511.000000,2517.000000,20.30,0.162000
2639.000000,76341.000000,3.46,15.000000,1861.000000,0.81,0.102000
2660.000000,76219.000000,3.49,47.000000,1914.000000,2.46,0.081000
2661.000000,76297.000000,3.49,41.000000,1856.000000,2.21,0.068000
2721.000000,76543.000000,3.55,26.000000,1862.000000,1.40,0.078000
2285.000000,76846.000000,2.97,463.000000,2317.000000,19.98,0.178000
2670.000000,76369.000000,3.50,21.000000,1827.000000,1.15,0.062000
2599.000000,76475.000000,3.40,13.000000,1846.000000,0.70,0.056000
2662.000000,76382.000000,3.49,21.000000,1847.000000,1.14,0.069000
2643.000000,75613.000000,3.50,58.000000,1889.000000,3.07,0.065000
2614.000000,76215.000000,3.43,52.000000,1895.000000,2.74,0.025000
2643.000000,76036.000000,3.48,19.000000,1834.000000,1.04,0.020000
2592.000000,76228.000000,3.40,18.000000,1876.000000,0.96,0.023000
2554.000000,76401.000000,3.34,38.000000,1875.000000,2.03,0.031000
2614.000000,77103.000000,3.39,107.000000,1969.000000,5.43,0.059000
2681.000000,76173.000000,3.52,19.000000,1865.000000,1.02,0.047000
2684.000000,76301.000000,3.52,16.000000,1900.000000,0.84,0.044000
2480.000000,73585.000000,3.37,69.000000,1909.000000,3.61,0.101000
2667.000000,76374.000000,3.49,25.000000,1894.000000,1.32,0.068000
2641.000000,74296.000000,3.55,27.000000,1888.000000,1.43,0.089000
2503.000000,73901.000000,3.39,356.000000,2213.000000,16.09,0.055000
2633.000000,76307.000000,3.45,63.000000,1910.000000,3.30,0.022000
2765.000000,76415.000000,3.62,13.000000,1841.000000,0.71,0.054000
2640.000000,75965.000000,3.48,34.000000,1855.000000,1.83,0.088000
2759.000000,76096.000000,3.63,21.000000,1857.000000,1.13,0.080000
2711.000000,76247.000000,3.56,15.000000,1846.000000,0.81,0.076000
2619.000000,73387.000000,3.57,36.000000,1909.000000,1.89,0.085000
2606.000000,73328.000000,3.55,21.000000,1863.000000,1.13,0.058000
2714.000000,76175.000000,3.56,51.000000,1896.000000,2.69,0.058000
2571.000000,76536.000000,3.36,16.000000,1931.000000,0.83,0.071000
2681.000000,76168.000000,3.52,42.000000,1918.000000,2.19,0.073000
3279.000000,82512.000000,3.97,43.000000,1952.000000,2.20,0.092000
2663.000000,76214.000000,3.49,24.000000,1877.000000,1.28,0.083000
2535.000000,73357.000000,3.46,37.000000,1874.000000,1.97,0.096000
2689.000000,76053.000000,3.54,17.000000,1894.000000,0.90,0.085000
2678.000000,76514.000000,3.50,45.000000,1911.000000,2.35,0.052000
2569.000000,73702.000000,3.49,38.000000,1899.000000,2.00,0.076000
2562.000000,76403.000000,3.35,18.000000,1888.000000,0.95,0.080000
2630.000000,76346.000000,3.44,44.000000,1950.000000,2.26,0.047000
2664.000000,76469.000000,3.48,18.000000,1869.000000,0.96,0.105000
2761.000000,76436.000000,3.61,26.000000,1908.000000,1.36,0.096000
2636.000000,76219.000000,3.46,24.000000,1902.000000,1.26,0.068000
2649.000000,76294.000000,3.47,14.000000,1873.000000,0.75,0.050000
2676.000000,76401.000000,3.50,31.000000,1870.000000,1.66,0.091000
2571.000000,76115.000000,3.38,69.000000,1910.000000,3.61,0.086000
2639.000000,76401.000000,3.45,19.000000,1912.000000,0.99,0.063000
2734.000000,76587.000000,3.57,24.000000,1911.000000,1.26,0.054000
2645.000000,76249.000000,3.47,24.000000,1876.000000,1.28,0.076000
2625.000000,73731.000000,3.56,58.000000,1923.000000,3.02,0.063000
2617.000000,76382.000000,3.43,43.000000,1902.000000,2.26,0.098000
2674.000000,76943.000000,3.48,17.000000,1833.000000,0.93,0.020000
2697.000000,76569.000000,3.52,28.000000,1922.000000,1.46,0.021000
2649.000000,76246.000000,3.47,18.000000,1857.000000,0.97,0.049000
2623.000000,76324.000000,3.44,21.000000,1894.000000,1.11,0.020000
2798.000000,76832.000000,3.64,40.000000,1897.000000,2.11,0.048000
2640.000000,76489.000000,3.45,16.000000,1889.000000,0.85,0.086000
2725.000000,76425.000000,3.57,31.000000,1910.000000,1.62,0.071000
2628.000000,76344.000000,3.44,18.000000,1862.000000,0.97,0.074000
2509.000000,76428.000000,3.28,26.000000,1880.000000,1.38,0.055000
2607.000000,76142.000000,3.42,9.000000,1863.000000,0.48,0.083000
2576.000000,76270.000000,3.38,45.000000,1897.000000,2.37,0.047000
2601.000000,73552.000000,3.54,22.000000,1883.000000,1.17,0.088000
2671.000000,75898.000000,3.52,42.000000,1919.000000,2.19,0.117000
2564.000000,76183.000000,3.37,59.000000,1914.000000,3.08,0.022000
2529.000000,76140.000000,3.32,21.000000,1871.000000,1.12,0.104000
2751.000000,76562.000000,3.59,45.000000,1941.000000,2.32,0.098000
2645.000000,76313.000000,3.47,18.000000,1900.000000,0.95,0.044000
2658.000000,76308.000000,3.48,14.000000,1853.000000,0.76,0.083000
2692.000000,76670.000000,3.51,42.000000,1905.000000,2.20,0.070000
2675.000000,76303.000000,3.51,24.000000,1918.000000,1.25,0.064000
2607.000000,76210.000000,3.42,60.000000,1903.000000,3.15,0.096000
2694.000000,76579.000000,3.52,24.000000,1869.000000,1.28,0.078000
2620.000000,76945.000000,3.41,17.000000,1882.000000,0.90,0.047000
2723.000000,76691.000000,3.55,26.000000,1914.000000,1.36,0.086000
2705.000000,76660.000000,3.53,27.000000,1929.000000,1.40,0.051000
2637.000000,76414.000000,3.45,35.000000,1872.000000,1.87,0.076000
2649.000000,76506.000000,3.46,25.000000,1898.000000,1.32,0.060000
2633.000000,76511.000000,3.44,49.000000,1899.000000,2.58,0.108000
2531.000000,76387.000000,3.31,35.000000,1906.000000,1.84,0.091000
2677.000000,76264.000000,3.51,20.000000,1904.000000,1.05,0.091000
2561.000000,76282.000000,3.36,33.000000,1893.000000,1.74,0.078000
2690.000000,76454.000000,3.52,50.000000,1941.000000,2.58,0.059000
2611.000000,76134.000000,3.43,31.000000,1944.000000,1.59,0.080000
2704.000000,76974.000000,3.51,29.000000,1885.000000,1.54,0.054000
2525.000000,76754.000000,3.29,465.000000,2354.000000,19.75,0.093000
2603.000000,76174.000000,3.42,13.000000,1887.000000,0.69,0.069000
2628.000000,76467.000000,3.44,46.000000,1944.000000,2.37,0.087000
4755.000000,78363.000000,6.07,67.000000,1956.000000,3.43,0.079000
2610.000000,76274.000000,3.42,41.000000,1903.000000,2.15,0.061000
2655.000000,76262.000000,3.48,22.000000,1895.000000,1.16,0.035000
2545.000000,76343.000000,3.33,20.000000,1842.000000,1.09,0.064000
2557.000000,76275.000000,3.35,30.000000,1889.000000,1.59,0.091000
2725.000000,76507.000000,3.56,36.000000,1892.000000,1.90,0.054000
2704.000000,76318.000000,3.54,75.000000,1970.000000,3.81,0.088000
2684.000000,76492.000000,3.51,56.000000,1958.000000,2.86,0.044000
2633.000000,76294.000000,3.45,47.000000,1906.000000,2.47,0.071000
2648.000000,73659.000000,3.59,20.000000,1904.000000,1.05,0.053000
2529.000000,76040.000000,3.33,46.000000,1930.000000,2.38,0.094000
2716.000000,76384.000000,3.56,23.000000,1909.000000,1.20,0.069000
2592.000000,76501.000000,3.39,33.000000,1885.000000,1.75,0.095000
2614.000000,77855.000000,3.36,23.000000,1916.000000,1.20,0.092000
2650.000000,76425.000000,3.47,21.000000,1895.000000,1.11,0.093000
2882.000000,78880.000000,3.65,58.000000,1980.000000,2.93,0.174000
2535.000000,73466.000000,3.45,27.000000,1936.000000,1.39,0.082000
2697.000000,76491.000000,3.53,22.000000,1904.000000,1.16,0.020000
2559.000000,76174.000000,3.36,56.000000,1966.000000,2.85,0.069000
2594.000000,76163.000000,3.41,28.000000,1923.000000,1.46,0.084000
2604.000000,76330.000000,3.41,42.000000,1971.000000,2.13,0.094000
2695.000000,76452.000000,3.53,31.000000,1936.000000,1.60,0.053000
2516.000000,73578.000000,3.42,15.000000,1897.000000,0.79,0.023000
2474.000000,76017.000000,3.25,22.000000,1906.000000,1.15,0.039000
2614.000000,76148.000000,3.43,63.000000,1946.000000,3.24,0.054000
2666.000000,76366.000000,3.49,23.000000,1946.000000,1.18,0.022000
2543.000000,73592.000000,3.46,37.000000,1940.000000,1.91,0.095000
2622.000000,76142.000000,3.44,39.000000,1915.000000,2.04,0.077000
2582.000000,75941.000000,3.40,62.000000,1943.000000,3.19,0.062000
2565.000000,73385.000000,3.50,33.000000,1935.000000,1.71,0.027000
2929.000000,76701.000000,3.82,138.000000,2339.000000,5.90,0.099000
2518.000000,73772.000000,3.41,45.000000,1930.000000,2.33,0.075000
2639.000000,75851.000000,3.48,120.000000,2018.000000,5.95,0.094000
2613.000000,76396.000000,3.42,22.000000,1919.000000,1.15,0.034000
2665.000000,77001.000000,3.46,427.000000,2327.000000,18.35,0.074000
2579.000000,76572.000000,3.37,31.000000,1945.000000,1.59,0.044000
2610.000000,76365.000000,3.42,36.000000,1919.000000,1.88,0.092000
2590.000000,76179.000000,3.40,44.000000,1908.000000,2.31,0.084000
2554.000000,76344.000000,3.35,39.000000,1931.000000,2.02,0.060000
2656.000000,76336.000000,3.48,38.000000,1930.000000,1.97,0.089000
2642.000000,76283.000000,3.46,28.000000,1922.000000,1.46,0.046000
2634.000000,73905.000000,3.56,43.000000,1958.000000,2.20,0.024000
2619.000000,76573.000000,3.42,33.000000,1912.000000,1.73,0.051000
2546.000000,76379.000000,3.33,20.000000,1885.000000,1.06,0.025000
2637.000000,76225.000000,3.46,40.000000,1950.000000,2.05,0.073000
2711.000000,76883.000000,3.53,31.000000,1968.000000,1.58,0.047000
2332.000000,73051.000000,3.19,54.000000,1944.000000,2.78,0.057000
2534.000000,76220.000000,3.32,30.000000,1927.000000,1.56,0.026000
2655.000000,76621.000000,3.47,56.000000,1970.000000,2.84,0.044000
2667.000000,76129.000000,3.50,50.000000,1965.000000,2.54,0.056000
2677.000000,76369.000000,3.51,21.000000,1959.000000,1.07,0.026000
2633.000000,76427.000000,3.45,26.000000,1945.000000,1.34,0.028000
2616.000000,76042.000000,3.44,76.000000,1974.000000,3.85,0.056000
2841.000000,78073.000000,3.64,29.000000,1955.000000,1.48,0.026000
2580.000000,76144.000000,3.39,13.000000,1887.000000,0.69,0.044000
2443.000000,76323.000000,3.20,47.000000,1958.000000,2.40,0.058000
2599.000000,76220.000000,3.41,83.000000,1970.000000,4.21,0.028000
2730.000000,76329.000000,3.58,67.000000,1961.000000,3.42,0.027000
2694.000000,76138.000000,3.54,30.000000,1920.000000,1.56,0.054000
2625.000000,76593.000000,3.43,54.000000,1945.000000,2.78,0.086000
2563.000000,75864.000000,3.38,19.000000,1877.000000,1.01,0.065000
2632.000000,76349.000000,3.45,36.000000,1923.000000,1.87,0.043000
2590.000000,75950.000000,3.41,76.000000,1944.000000,3.91,0.051000
2625.000000,75863.000000,3.46,23.000000,1942.000000,1.18,0.026000
2624.000000,76078.000000,3.45,47.000000,1934.000000,2.43,0.074000
2661.000000,76669.000000,3.47,152.000000,2044.000000,7.44,0.090000
2574.000000,73792.000000,3.49,31.000000,1946.000000,1.59,0.025000
2497.000000,73670.000000,3.39,20.000000,1927.000000,1.04,0.081000
2647.000000,76236.000000,3.47,69.000000,1963.000000,3.52,0.078000
2585.000000,76284.000000,3.39,36.000000,1976.000000,1.82,0.098000
2608.000000,76410.000000,3.41,27.000000,1918.000000,1.41,0.050000
2669.000000,76150.000000,3.50,30.000000,1928.000000,1.56,0.071000
2587.000000,76016.000000,3.40,46.000000,1916.000000,2.40,0.086000
2570.000000,76446.000000,3.36,39.000000,1935.000000,2.02,0.053000
2478.000000,76060.000000,3.26,40.000000,1929.000000,2.07,0.067000
2584.000000,76511.000000,3.38,30.000000,1893.000000,1.58,0.027000
2622.000000,76205.000000,3.44,94.000000,1998.000000,4.70,0.090000
2541.000000,73755.000000,3.45,22.000000,1930.000000,1.14,0.072000
2567.000000,76612.000000,3.35,75.000000,1980.000000,3.79,0.064000
2596.000000,76138.000000,3.41,44.000000,1955.000000,2.25,0.028000
2559.000000,73579.000000,3.48,32.000000,1931.000000,1.66,0.053000
2585.000000,76454.000000,3.38,17.000000,1908.000000,0.89,0.052000
2712.000000,76760.000000,3.53,41.000000,1967.000000,2.08,0.044000
2578.000000,73357.000000,3.51,52.000000,1971.000000,2.64,0.106000
2695.000000,76066.000000,3.54,52.000000,1948.000000,2.67,0.032000
2624.000000,73210.000000,3.58,33.000000,1961.000000,1.68,0.044000
2822.000000,78197.000000,3.61,44.000000,1982.000000,2.22,0.055000
2614.000000,76709.000000,3.41,25.000000,1936.000000,1.29,0.034000
2587.000000,75889.000000,3.41,35.000000,1921.000000,1.82,0.028000
2699.000000,76812.000000,3.51,23.000000,1913.000000,1.20,0.050000
2656.000000,76222.000000,3.48,36.000000,1945.000000,1.85,0.053000
2655.000000,76198.000000,3.48,23.000000,1927.000000,1.19,0.045000
2535.000000,76160.000000,3.33,53.000000,1951.000000,2.72,0.083000
2540.000000,76304.000000,3.33,38.000000,1936.000000,1.96,0.073000
2600.000000,76225.000000,3.41,53.000000,1982.000000,2.67,0.076000
2549.000000,73668.000000,3.46,46.000000,1973.000000,2.33,0.067000
3166.000000,81447.000000,3.89,111.000000,2107.000000,5.27,0.193000
2639.000000,76333.000000,3.46,30.000000,1934.000000,1.55,0.028000
2496.000000,73975.000000,3.37,57.000000,1978.000000,2.88,0.075000
2584.000000,76318.000000,3.39,80.000000,1976.000000,4.05,0.097000
2596.000000,76192.000000,3.41,71.000000,1984.000000,3.58,0.098000
2613.000000,76748.000000,3.40,56.000000,2006.000000,2.79,0.133000
2489.000000,73101.000000,3.40,77.000000,1980.000000,3.89,0.084000
2588.000000,76587.000000,3.38,50.000000,1956.000000,2.56,0.047000
2486.000000,76306.000000,3.26,26.000000,1926.000000,1.35,0.093000
2589.000000,76364.000000,3.39,43.000000,1966.000000,2.19,0.077000
3113.000000,80244.000000,3.88,48.000000,2012.000000,2.39,0.116000
2609.000000,76671.000000,3.40,34.000000,1952.000000,1.74,0.053000
2624.000000,76602.000000,3.43,53.000000,1964.000000,2.70,0.077000
3041.000000,76822.000000,3.96,63.000000,2054.000000,3.07,0.080000
2508.000000,76797.000000,3.27,49.000000,1929.000000,2.54,0.070000
2609.000000,76271.000000,3.42,59.000000,1982.000000,2.98,0.041000
2477.000000,72742.000000,3.41,44.000000,1957.000000,2.25,0.077000
2586.000000,76273.000000,3.39,29.000000,1955.000000,1.48,0.027000
2621.000000,76528.000000,3.42,86.000000,2014.000000,4.27,0.075000
2588.000000,76356.000000,3.39,38.000000,1946.000000,1.95,0.061000
2597.000000,76012.000000,3.42,39.000000,1942.000000,2.01,0.033000
2491.000000,73369.000000,3.40,49.000000,1936.000000,2.53,0.051000
2683.000000,76660.000000,3.50,72.000000,1984.000000,3.63,0.073000
2558.000000,75846.000000,3.37,77.000000,1962.000000,3.92,0.095000
2586.000000,76160.000000,3.40,37.000000,1962.000000,1.89,0.095000
3021.000000,78865.000000,3.83,64.000000,2045.000000,3.13,0.097000
2639.000000,76530.000000,3.45,35.000000,1944.000000,1.80,0.025000
2616.000000,76267.000000,3.43,45.000000,1995.000000,2.26,0.077000
2597.000000,76258.000000,3.41,46.000000,1977.000000,2.33,0.076000
2649.000000,76590.000000,3.46,44.000000,1975.000000,2.23,0.084000
3048.000000,79056.000000,3.86,52.000000,2022.000000,2.57,0.191000
2946.000000,77556.000000,3.80,304.000000,2462.000000,12.35,0.077000
2626.000000,76682.000000,3.42,54.000000,1965.000000,2.75,0.074000
2647.000000,76838.000000,3.44,82.000000,1974.000000,4.15,0.097000
2641.000000,76425.000000,3.46,103.000000,2020.000000,5.10,0.056000
2666.000000,76107.000000,3.50,78.000000,2002.000000,3.90,0.026000
2508.000000,73196.000000,3.43,85.000000,2003.000000,4.24,0.044000
2607.000000,73235.000000,3.56,124.000000,2040.000000,6.08,0.040000
2544.000000,76467.000000,3.33,49.000000,1936.000000,2.53,0.077000
2443.000000,77474.000000,3.15,660.000000,2579.000000,25.59,0.105000
2545.000000,76115.000000,3.34,28.000000,1955.000000,1.43,0.087000
2588.000000,76459.000000,3.38,33.000000,1949.000000,1.69,0.078000
2486.000000,76190.000000,3.26,66.000000,1963.000000,3.36,0.096000
2441.000000,75889.000000,3.22,51.000000,1982.000000,2.57,0.078000
2575.000000,76367.000000,3.37,49.000000,1955.000000,2.51,0.057000
2570.000000,76560.000000,3.36,70.000000,2008.000000,3.49,0.086000
2587.000000,76353.000000,3.39,36.000000,1946.000000,1.85,0.087000
2539.000000,76429.000000,3.32,37.000000,1944.000000,1.90,0.047000
2649.000000,76940.000000,3.44,66.000000,2003.000000,3.30,0.076000
2603.000000,76291.000000,3.41,66.000000,1985.000000,3.32,0.090000
2588.000000,76202.000000,3.40,46.000000,1959.000000,2.35,0.026000
2631.000000,76475.000000,3.44,48.000000,1972.000000,2.43,0.041000
2516.000000,73428.000000,3.43,59.000000,1986.000000,2.97,0.052000
2570.000000,73582.000000,3.49,82.000000,2005.000000,4.09,0.088000
2603.000000,76941.000000,3.38,36.000000,1944.000000,1.85,0.026000
2403.000000,73793.000000,3.26,45.000000,1970.000000,2.28,0.031000
2663.000000,76231.000000,3.49,57.000000,1970.000000,2.89,0.052000
2612.000000,76474.000000,3.42,57.000000,1997.000000,2.85,0.062000
2641.000000,76082.000000,3.47,54.000000,1993.000000,2.71,0.079000
2603.000000,76673.000000,3.39,43.000000,1999.000000,2.15,0.060000
2534.000000,76166.000000,3.33,47.000000,1941.000000,2.42,0.027000
2545.000000,76540.000000,3.33,39.000000,1941.000000,2.01,0.027000
2570.000000,76074.000000,3.38,79.000000,2002.000000,3.95,0.063000
2514.000000,76505.000000,3.29,57.000000,1966.000000,2.90,0.082000
2500.000000,73602.000000,3.40,68.000000,1992.000000,3.41,0.087000
2666.000000,76316.000000,3.49,58.000000,2013.000000,2.88,0.027000
2675.000000,76487.000000,3.50,55.000000,1969.000000,2.79,0.086000
2563.000000,76389.000000,3.36,108.000000,2043.000000,5.29,0.085000
2564.000000,73632.000000,3.48,51.000000,1984.000000,2.57,0.087000
2631.000000,76314.000000,3.45,49.000000,1976.000000,2.48,0.084000
2526.000000,76182.000000,3.32,55.000000,1945.000000,2.83,0.072000
2645.000000,76414.000000,3.46,56.000000,2006.000000,2.79,0.087000
2634.000000,76683.000000,3.43,44.000000,1963.000000,2.24,0.094000
2488.000000,75900.000000,3.28,83.000000,2007.000000,4.14,0.056000
2510.000000,76116.000000,3.30,75.000000,2006.000000,3.74,0.083000
2583.000000,76235.000000,3.39,58.000000,1954.000000,2.97,0.079000
2494.000000,76385.000000,3.27,61.000000,1977.000000,3.09,0.087000
2605.000000,76091.000000,3.42,50.000000,1982.000000,2.52,0.097000
2405.000000,73541.000000,3.27,79.000000,2002.000000,3.95,0.082000
2839.000000,80253.000000,3.54,92.000000,2028.000000,4.54,0.053000
2588.000000,73619.000000,3.52,67.000000,1990.000000,3.37,0.093000
2391.000000,75880.000000,3.15,69.000000,1959.000000,3.52,0.058000
2616.000000,76443.000000,3.42,50.000000,1970.000000,2.54,0.082000
2631.000000,76608.000000,3.43,65.000000,1989.000000,3.27,0.073000
2604.000000,76939.000000,3.38,474.000000,2402.000000,19.73,0.056000
2557.000000,76214.000000,3.36,57.000000,2004.000000,2.84,0.095000
2625.000000,76320.000000,3.44,60.000000,1986.000000,3.02,0.098000
2659.000000,76470.000000,3.48,74.000000,2014.000000,3.67,0.100000
2549.000000,76444.000000,3.33,56.000000,1975.000000,2.84,0.075000
2417.000000,76127.000000,3.17,40.000000,1953.000000,2.05,0.027000
2630.000000,76520.000000,3.44,50.000000,1978.000000,2.53,0.089000
2596.000000,76552.000000,3.39,61.000000,1975.000000,3.09,0.080000
3371.000000,83087.000000,4.06,95.000000,2153.000000,4.41,0.140000
2608.000000,76544.000000,3.41,41.000000,1976.000000,2.07,0.091000
2617.000000,76498.000000,3.42,63.000000,1982.000000,3.18,0.058000
2588.000000,76727.000000,3.37,693.000000,2610.000000,26.55,0.105000
2572.000000,73498.000000,3.50,51.000000,1985.000000,2.57,0.093000
2632.000000,76271.000000,3.45,86.000000,2042.000000,4.21,0.055000
2522.000000,76285.000000,3.31,55.000000,1986.000000,2.77,0.085000
2542.000000,76350.000000,3.33,56.000000,2011.000000,2.78,0.045000
2713.000000,76337.000000,3.55,43.000000,1952.000000,2.20,0.097000
2485.000000,76238.000000,3.26,49.000000,1946.000000,2.52,0.074000
2647.000000,76502.000000,3.46,59.000000,1986.000000,2.97,0.074000
2628.000000,76403.000000,3.44,64.000000,1996.000000,3.21,0.051000
2710.000000,77033.000000,3.52,81.000000,2019.000000,4.01,0.098000
2597.000000,73689.000000,3.52,71.000000,2007.000000,3.54,0.074000
2627.000000,76556.000000,3.43,70.000000,2004.000000,3.49,0.033000
2591.000000,76288.000000,3.40,47.000000,1991.000000,2.36,0.049000
2579.000000,76253.000000,3.38,56.000000,1979.000000,2.83,0.062000
2637.000000,76468.000000,3.45,53.000000,1996.000000,2.66,0.089000
2599.000000,76449.000000,3.40,50.000000,2005.000000,2.49,0.068000
2503.000000,73570.000000,3.40,36.000000,1948.000000,1.85,0.052000
2622.000000,76668.000000,3.42,89.000000,2016.000000,4.41,0.104000
2592.000000,76530.000000,3.39,121.000000,2088.000000,5.80,0.055000
2531.000000,73790.000000,3.43,62.000000,2004.000000,3.09,0.085000
2604.000000,76523.000000,3.40,39.000000,1942.000000,2.01,0.033000
2678.000000,76382.000000,3.51,57.000000,1987.000000,2.87,0.051000
2534.000000,76143.000000,3.33,58.000000,1958.000000,2.96,0.040000
2569.000000,76097.000000,3.38,79.000000,2039.000000,3.87,0.055000
2388.000000,76045.000000,3.14,65.000000,1974.000000,3.29,0.062000
2648.000000,76558.000000,3.46,49.000000,1959.000000,2.50,0.048000
2419.000000,73366.000000,3.30,63.000000,1985.000000,3.17,0.072000
2573.000000,76561.000000,3.36,59.000000,2006.000000,2.94,0.069000
2902.000000,76585.000000,3.79,220.000000,2402.000000,9.16,0.090000
2770.000000,77502.000000,3.57,94.000000,2076.000000,4.53,0.079000
2662.000000,76897.000000,3.46,59.000000,1989.000000,2.97,0.088000
2541.000000,76013.000000,3.34,67.000000,1963.000000,3.41,0.086000
2524.000000,75812.000000,3.33,100.000000,2024.000000,4.94,0.061000
2791.000000,78280.000000,3.57,52.000000,2030.000000,2.56,0.032000
2601.000000,76558.000000,3.40,72.000000,2043.000000,3.52,0.084000
2682.000000,76544.000000,3.50,123.000000,2076.000000,5.92,0.042000
2624.000000,76500.000000,3.43,115.000000,2035.000000,5.65,0.055000
2627.000000,75801.000000,3.47,111.000000,2053.000000,5.41,0.078000
2517.000000,73014.000000,3.45,91.000000,2033.000000,4.48,0.033000
2510.000000,72873.000000,3.44,76.000000,2025.000000,3.75,0.032000
2534.000000,76292.000000,3.32,59.000000,1994.000000,2.96,0.086000
2589.000000,76768.000000,3.37,130.000000,2061.000000,6.31,0.084000
2509.000000,73300.000000,3.42,90.000000,2025.000000,4.44,0.031000
2633.000000,76890.000000,3.42,577.000000,2535.000000,22.76,0.090000
2615.000000,76273.000000,3.43,66.000000,1973.000000,3.35,0.080000
2567.000000,76488.000000,3.36,93.000000,2018.000000,4.61,0.087000
2542.000000,76465.000000,3.32,58.000000,1989.000000,2.92,0.064000
2535.000000,76246.000000,3.32,61.000000,2000.000000,3.05,0.072000
2434.000000,73331.000000,3.32,57.000000,2003.000000,2.85,0.079000
2673.000000,76436.000000,3.50,41.000000,1997.000000,2.05,0.075000
2463.000000,73429.000000,3.35,101.000000,2045.000000,4.94,0.075000
2535.000000,76223.000000,3.33,71.000000,2001.000000,3.55,0.065000
2480.000000,73534.000000,3.37,79.000000,2024.000000,3.90,0.031000
2645.000000,76409.000000,3.46,55.000000,2001.000000,2.75,0.032000
